"review",label
"This is my review of : Anjou Ultrasonic 200mL Aroma Diffuser with Mist Control Essential Oil Diffuser for 12H Use ( Low Water Auto Shut-Off, 4 Timer Settings, 7 Colorful LED Lights and BPA-Free )I love this combined aroma/essential oil diffuser and mood lamp - its one of the best I've used and has a very nice finish to it as well as being well built and very sturdy.This diffuser is really stylish and is made from white plastic. The top has a gentle swirling design going all the way around it.Only the top peak is uncovered so that the lamp can let the mist out when you have it turned on and the frosted plastic will let it give out, a nice warm atmospheric glow.its very easy to set up, you just take the lid off, fill up the tank with water using the measuring beaker which comes included, put in a few drops of your chosen aromatherapy oil/fragrance, put the lid back on and plug it in with the UK 3 pin plug which comes with it and you're ready to fill your home with your chosen fragrance and the air-purifying mist. This is great for any dry rooms or areas in the house and it really improves the air quality as well as giving a lovely fresh feeling and aroma.The unit can be used in mist mode or purely in light mode only. It is really lovely in just the light mode and its very relaxing to watch it change colours. There is a mist on/off button on the front as well as a light on/off button. There is also a timer switch to set it to 1h,3h or 6h after which it will turn off. The unit is very safe to use as when the water runs out it turns off automatically.If you found my review helpful please click on the YES button. Thanks",0
"This is my review of : RAVPower Rechargeable Battery Pack for Dyson Handheld Vacuum Cleaners (2000mAh Replacement Battery Cell with Fully Compatibility for Dyson DC31, DC34, DC35, DC44, and 917083-01 models)The 'RAVPower Rechargeable Battery Pack for Dyson Handheld Vacuum Cleaners (2000mAh Replacement Battery Cell with Fully Compatibility for Dyson DC31, DC34, DC35, DC44, and 917083-01 models)' is an excellent battery pack for your Dyson hand held vacuum.For a penny under £24 this rechargeable battery pack is roughly half the price of an OEM battery pack. This is compatible with Dyson type A battery powered vacuums (Not compatible with type B models).With it being a 2000 mAh lithium-ion battery, it has more power and more reliability than the original battery. With it being a better battery than the original, it also out performs the original battery when it comes to cleaning performance.The rechargeable battery pack is surprisingly more reliable than the original. It is estimated the battery will have about '2 to 3 years life span (or up to 500 charge/discharge cycles) which I found.Even though its lower in price, RAVPower takes safety of its customers and their products seriously. The battery pack comes with 3 lines of safety. This being over current protection, temperature control switch (to prevent overheating) and a thermistor to ensure the life span if the battery pack to be a long and safe operation to protect you, the battery and your vacuum. This is certified by CE, RoHS and FCCOverall this is a great alternative to the manufacturers more expensive part.If you found my review helpful please click on the YES button. Thanks",0
"Very pleased with the kit for the price and the service was excellent.",1
"Not recommended for a beginner!",1
"Highly recommended.",0
"Have not made this yet but looking at reviews and the parts in the box it will be one of Revells best, just like the Revell Arado Ar196B",1
"Fits together really well and looks fantastic when finished. If you do buy this you can make it straight from the box and the detail is excellent or you you can go mad and super detail the engine etc.",1
"Just a few tips if buying this kit: I would recommend deciding before you start how you wish to display the wings and then go through the instructions and cross out sections that are not relevant to your choice. Make sure to also pay particular attention to fitting the exhausts onto the engine near the bulkhead as it is easy to fix the exhausts out of line with the recesses for the exhausts in the fuselage.PS if you like this I would also recommend Revell model kit 04869 Fw 190 F8.",1
"I've ordered from Models4Hobbies before and always had good service.The model itself looks like a re boxing of an old Protar kit which is good news as i've always liked Protar kitsOver 500 pieces including lots of screws and pipes and other material in their own small neat box, good sharp level of detail of parts, this is a kit that will take a lot of patience and time to complete and therefore not for the inexperienced modeler.Although quite expensive I would in my opinion say its at least as good as a Tamiya 1/12 scale car kit and they can cost hundreds of pounds.Overall I would recommend this if you are an experienced modeler.",1
"Very happy with purchase",0
"my last one opened vertically and had to be charged while open.",0
"Very easy to install, sound is not the best but considering the price it is well above the quality of more expensive units. Can be connected to the out av red/white sockets on the back of your tv to so you can use it with anything that is being played on your tv; sky,xbox or even normal tv channels. All leads are supplied to get you set up. The only tiny, tiny thing I would say (but i'm really struggling to find fault) is that when you change volume on the supplied remote, there is no visible way to tell if the unit is responding to the input, perhaps if the units blue light flashed to show the volume was being adjusted it would have been handy, but i really am nitpicking here! But over all very good, very highly recommended",0
"I have had these for 3 months. They have withstood all sorts of abuse, and sound as good as the day I got them! Which is pretty good!- Good sound quality. Good bass.- They stay securely in my ears. They are also very comfortable. Other earbuds fall out and/or hurt, I can wear these for hours with ease.- They block just enough outside noise that you can listen to your music in peace, but they aren't absolutely noise canceling so you are able to have some awareness of your surroundings.- I have sweated all over these, even washed them, with no damage to them!These are by far the best earbuds I have ever used",1
"Perfect for my needs. Highly recommended seller",0
"I would buy any brand of cheap earbuds, but they would fray before I'd finish using them.Then I would exclusively buy Gummy brand because the sound quality was no different, but the rubber sheath covering the cord would last much longer.Then the last Gummy gave out after a year or so and someone somewhere on the internet suggested these earbuds.The difference in sound quality is amazing! I didn't realize I'd been listening to poor quality sound for years until I bought this last month. They are a couple dollars more than the Gummy and they are worth it",1
"Sound is great, I really enjoy is Headset. The Vibration is great forand game or music that has a lot of bass",0
"Works brilliantly!However, I got it in my eyes and inhaled it and almost had an asthma attack. It does have a warning on the back, but I never expected to have such a violent reaction to it. I'll be using it outdoors with eye protection and a mask from now on.",1
"Too big, got horribly dirty instantly",1
"Not battery powered, not as fun as battery versions",1
"Designed for child like hands? Tiny, extremely inaccurate. Don't get the high ratings",1
"Just what I needed",1
"A must have for any goth with cats",1
"Better than the three sea shells method",1
"Top notch, except buds come off too easily, one got stuck inside my ear, had to use tweezers to remove it!",1
"Excellent bang for buck",1
"Smell great, effectively masks the smell of my farts in my room when my girlfriend is over",1
"Made my face a red, blotchy, itchy mess",1
"Fine but I'm positive I received refurbished items and not new ones, there was a finger print on one and they were muddled up, packet wasn't sealed either",1
"That's a fidget spinner alright, got one for my son, latest fad, this has a decent weight to it. Only flaw is the middle clips come away too easily and will be lost",1
"Cannot be used to exercise with. Strap pops off arm when flexed, the Velcro is weak. Can't use it for running/weight lifting. No point even having it because you can't use headphones with it (unless Bluetooth).Haven't tried it in water, and I won't because I'm returning it.",1
"simple, great tie, can't go wrong",1
"Nice, a bit unfomfy, but a nice summer shoe",1
"Not bad, the pins that hold the cigarettes down are a tad flimsy",1
"Makes my skin greasy, spotty and blotchy",1
"A previous batch I bought did not foam up, this one does. Weird",1
"This thing jams constantly, and the expensive ink only lasts 5 minutes",1
"These things never work for me, had my eyes tested and my eyesight is fine. Probably because you can't adjust focal length",1
"Wish it were battery powered",1
"These are too fluid, they allow the sides to become misaligned so you have to straighten the side out before you can turn it. Annoying.",1
"All I wanted was replacement blades. Wish they sold two blades for £20 instead of these cups which I already had.",1
"The screws it came with were terrible, they stripped far too easily. Luckily I had the typical drawer full of crap.",1
"Came with a pamphlet that never had any details on how the thing works???",1
"My cat seemed to love it, but it gave him diarrhea unfortunately, stopped giving him it and he was fine again. Maybe a coincidence, but would rather not risk it with an old cat.",1
"This review isn't based on this particular juicer.I was new to juicing, bought this one.Juicing is messy, impractical, uneconomical and stinks.The juicing process throws this horrible smell into the air, the juice itself is rough, burns the throat, no matter which food you juice. I'd avoid juicing and just blend food and have smoothies, sweetended with not from concentrate AJ.This particular machine requires 6 different pieces be cleaned after use, takes forever.",1
"You get what you pay for.No sight of android 7.0 in sight.Screen scratches VERY easily.Standard USB C cables don't fit unless modified by shaving 1mm of plastic off.Phone only scores 60000 on Anantech benchmark.Key press accuracy is off.GPS has to be recalibrated every time you open google maps.You have to mess around with the mobile network to get 3G to work with Three.Camera is poor.No front facing light.Battery and performance could be MUCH better if optimized by company.Apart from that its a good phone, most issues could be solved by more diligent android developers at UMI.",1
"Something in this gives me red blotches on my skin, I stuck with it for over a week and its only gotten worse",1
"I'm having the opposite problem, I normally wear medium but this felt like a small? I'm 5'11, athletic build",1
"Great, does exactly as expected. However it will take a while to see if it does improve the skin or not, we'll see",1
"Nice glasses, but they made no difference except they gave me eye strain, I think blocking light causes the eyes to try harder to let in more light under normal circumstances",1
"This made my skin red and blotchy and itchy, going to try the sensitive stuff",1
"Excellent, can't believe how well they work. Simplified eating healthy when I can't be bothered to cook",1
"Cuts into your armpits, very uncomfortable",1
"Finally getting around to this. Bought this and the end of it bent extremely easily, didn't return it in time, almost forgot about it until I found it recently. Poor quality",1
"The ends are solid, good for adults, will make children cry!",1
"The Matte box clips all snapped off during assembly, maybe something to do with the cold? But they were brittle and broke off with no effort whatsoever when trying to attach them",1
"Bought these after seeing so many great reviews, was very uncomfortable, and the mic can't be bent to be closer to your mouth, people would always complain they couldn't hear me so I'd have to hold the end closer to my mouth manually all the time, sucked",1
"Build quality is good, comes prebuilt... However, I can't see anything and the image is blurry as hell, plus there's no instructions on what the rubber band is for. Also it cuts into my nose quite badly.There's no way to adjust the distance the phone is at either.I have a Nexus 5x.Film removed from lenses, lenses cleaned",1
"Cheap, nasty, barely functions, doesn't work. Etc, I want to return it but I can't.",0
"These are not self adhesive! This is the second time this has happened",1
"Stupidly thought these would have adhesive on the back, the do not and require glue",1
"Nice boots, laces are that crap, waxed cylindrical type so could benefit from a set of decent flat laces.I am a size 9 sometimes a 9.5, ordered a size 9, and they fit perfectly. (I wear thin socks).The biggest issue I have is the sole, it has had a noticeable wear in just over a week of daily use, maybe walking an hour per day outside, which is disappointing to say the least..Apart from that they are comfortable, they feel good to walk in, and they feel nice and sturdy",1
"Been using it for nearly a week.The product is like water, it smells like glue, and is also sticky.I don't understand what's wrong? nobody else complains about any of these things",1
"These do the job they're designed to do and they do it well .They're not obtrusive and perform very well, they're loud too",1
"It may be just a string of lights but it is my best purchase of the year.It ways nothing, unpacks down to nothing and for the dark months ahead when fishing its going to prove invaluable.I love it and I'm sure many more anglers alike will love this.",1
"Just received this item and for £10 its remarkable, a real bargain. I'm not sure its 6 watts as suggested its certainly not any clearer/better than my anker 3 watts cube speaker but its less than half the price and size, so its still a great little purchase",1
"These are blinding, I love them they're much better than some others I've tried, really great sound I'm pleased with my purchase. They get better with age I've found",1
"After a few months of use I can come to the conclusion they don't work properly on some laptops, might just be a codec thing. They're also a bit short on base and over compensate on the mids and highs",1
"This was a great purchase, its been opened straight away. Filled the base with water and started playing, well with the laughter and cheating and usual family bonding this swing ball has been a hit!",1
"Quality built guard does what its intended to do, I can't fault any lixada product's I own, in a handy carry bag also",1
"Perfect little pad! Light and takes up very little space.Came quickly #chuffed",1
"Well I'm writing a review on a towel, what has my world become?But this an item that is worthy of a review in my eyes and in everyone else's I see that has also felt the need to share their experiences of this towel.Well I got mine for one reason and that's to abuse whilst fishing so I got the brown so it will hide a multitude of sins be it fish slim, mud, washing up dirt from camping and drying off once wet, this towel will do it all and without growing extra mould when forget to wash after every session due to its antibacterial properties.Its large enough to dedicate a corner of the towel to each task, just try not to forget which corner that it is, but its got logo's so keep that for wiping the face and you won't go far wrong.Also comes in a nice stuff sack so can be place away dirty whilst keeping everything else clean.This is a must for all angler's especially carp angler's that get shouted at for ruining the wife's teatowels and bath towels everytime you grace the bank this really is a great bit of kit that you really can't do without, its as essential as your rods reels and brew kit.You won't regret it",1
"Worked why they lasted, but in fairness not treated with any respect, pulled from pillar to post on a daily basis. As expected the longest lead broke first and then so on",1
"Don't bother the box is trash the company won't help you there are no updates and its no more a box than it is a coaster",0
"This android TV box is serving me well currently and has been a joy to use, the remote that came with is better than most but still you need a keyboard remote in my opinion. I found it better than some others and would replace it with probably the same box again if I needed to as its coped with everything I've throw at it.",1
"My boy loves this watch its on his every day, he's a lad of 10 and its standing the test of time, excuse the pun!",1
"Well I don't know what I was expecting but it wasn't what I got! What I received is way above my expectations it is brilliant, there's no movement in the waterproof housing and the settings menu a child could operate. A massive amount of extras all boxed in well above standard packaging. Fully charged and ready to go. It really is brilliant piece of kit and for £45 it can not be beaten in my opinion. Yes there may be others but I certainly don't think you can get this quality at this price point and I looked. I was that impressed I wrote this review less than 24hrs after ordering. I will update after extensive testing. But wow just wow!",1
"Brilliant nail clippers, worked very well.Built well enough I could see them lasting but only time will tell.Used on a bulldog and made light work of it.",1
"its a ball and it bounces! Oh and its a pricey ball that bounces!",1
"Big disappointment, I thought I was getting the best middle/top of the range smart box after much deliberation and hours of review reading I thought I'd nailed it with this X6 android box and in the first instance I wasn't wrong when it turned up.Nice packaging, a smart logo stamped box with the device it self separately packaged from the remote and extremely short UK plug.No batteries supplied but to be fair I didn't expect them.On setting up the box for the first time I was very pleased to see an instant update, which shows OTA is not a gimmick to get the customer but that they actually care for the customers and the feedback they receive and that the OTA extends the life of the machine by regular updates and any faults quickly rectified. But for me that's where the love for this machine soon stopped.The remote was shocking I found I couldn't be further than a foot away and had to be directly in front.This I'm sure they're aware of because there's an app to use on your phone which was in my view was just as bad.Very limited where you can place this box as its a mere 2ft long.The firmware and software were out gunned by an old mbox that was less than half the price and no where near the process power.its now been sent back as I'm afraid online updates are not enough to carry this box to a top box status for me, and the search goes on!	",1
"What a fantastic keyboard remote finally! I haven't got completely used to it just yet as I've only received it 12hrs ago. I felt compelled to right a glowing review for it as I know kodi is becoming more and more common and don't think people should purchase a less capable keyboard/remote as I have many times before this one",1
"As per the other reviews this is a magnificent item. A very well thought out vape made with excellent material and presented beautifully.From order to post took less than 24hrs ordering direct, postage was in a protective envelope with a small greeting thanking you for your custom.I've now had the pleasure of conversing with the company and they are very much all about the customers and offering them the best products at the best possible prices. I really can see where all the positive feedbacks are coming from, I'm glad I took the time to read the reviews prior and to purchase from XVX.",1
"Brilliant, 50ft of quality speaker wire",0
"This is the business! for any carp angler, fisherman,hiker, camper,trekkers etc honestly this is a must they're simply brilliant",1
"Great sound but feel they've cut corners and have been made cheaply which is no shock when you look at the price, but this is a real shame because what you do get from these headphones is a rich well balanced sound which really makes up for the lack of quality. All said and done though the sound is very good!	",1
"its brilliant, it really is a a brilliant well built piece of kit, met my expectations and more",0
"One of the connections broke pretty quickly.Earphones really need to be designed in a more durable way.",1
"Broke after a while",1
"Much more durable than my last one, also plenty of space and easy to secure tightly",1
"Quite scratchy and uncomfortable. Doesn't seem to really be removing any dead skin either (probably just because I don't have much).But still I don't think I'll really use it much, maybe if the bristles got softer over time it might not be quite as bad.Maybe the gloves you can get might be softer.",1
"Works perfectly at keep my super soft blanket on my bed as a sheet.This is the blanket I use, highly recommend it to anyone, its insane how soft it isLuxury Soft Faux Fur Warm Non-Allergic Bed Sofa Throws Blanket Roll Mink Sofa Bed Throw (King, Choclate)",0
"Everything fine",1
"Bit overhyped, they're not really all that soft. But still decent sheets.",1
"Was fine but then stopped working, maybe water got into it?Even though its supposed to be waterproof",1
"Material could be a bit softer, and too small to use as a bandana.But for 3 quid you can't really complain too much.",1
"One of the earphones stopped working after not even using them very much.Why can't earphones actually be durable.",1
"its basically the same volume as my phone speaker so no point really even using it.Not sure how it has such great reviews.Maybe mine is faulty? I doubt it though.",1
"Good, but seems to be way cheaper here:https://www.amazon.co.uk/Vinteky-Rechargeable-Portable-Cordless-Handheld/dp/B01J3H9GZU/",0
"Works really well and easy to use.Only concern is that the nozzle part may not be completely airtight.",1
"I love this toothpaste because it has pretty much no taste, so I don't dread brushing my teeth anywhere near as much.Most other toothpaste makes your entire mouth taste super minty for ages and takes forever to wash the taste out.",1
"Quite overrated imo.The back is really vertical and there's load of resistance when you try to lean back, which means you can't really relax in it.",1
"Could probably do with some cord thing to hang it from the top of the inside of a tent.",1
"Takes forever to warm up, but works fine once its going",1
"Readings just aren't reliable enough, they randomly fluctuate depending on the surface you put them on and stuff",1
"No issues after half a year.Although be careful when putting it in because you can cut your hands on the metal shelf things.",1
"Seems pretty good quality.But the shortest setting isn't really short enough.Also if you use it without the guard on you can cut yourself.",1
"Quite hard to properly inflate since the air leaks out as soon as you blow it up, but otherwise pretty cool.Kinda weird, but what you can do is blow it up and then close the nozzle using your tongue to stop most of the air leaking out.",1
"Pretty good chair, but arms aren't adjustable and even when you put the tilt thing on its loosest setting its still way too hard to lean back on it, you have to have your feet on the desk or something to be able to push backwards enough.",1
"They're pretty cheap so can't complain too much.But when you arrange them into a rectangle the ones at the ends don't stick together properly which makes it virtually impossible to get them into a cube shape which is really annoying.",1
"The bells are actually really noisy, so you'll probably want to put some paper inside them or something if you don't want them to make tons of noise.But other than those issues, they're fairly comfortable and look kinda cool.",1
"Foam things felt a bit too big for my ears, and the rubber ones it comes with are quite hard to put on.Sometimes the IP/NK switch will accidentally be moved and make the audio sound messed up until you switch it back.Other than that they've been completely fine so far though",1
"It does get boring pretty quickly, but that's more just the nature of the product that its something you'd only use occasionally.Not really any faults with the product other than that occasionally some needles can get stuck, but if you give it a little shake they go down.",1
"Really nice wallet.Only have some minor criticisms of it, like one of the note compartments has a hole in the bottom which is like the size of a 10p, so coins in that compartment could fall out the bottom.The supposed 'coin compartment is only big enough to fit 2 fingers in so getting coins out is super fiddly, I feel like they could've maybe made it a little longer, or just use a horizontal zip instead of a vertical one.And on the card holder compartments there are a few plasticy strands which are fraying on mine that would have to be removed and could potentially cause the material to separate if it happened more.Might be personal preference but I think I would've liked a button/zip/velcro thing to keep the wallet closed",1
"The quality of the gallium is fine, but beware, its not really worth buying tbh, just watch a video of it instead.its extremely messy, I put it into a glass bowl and even after putting boiling water beneath it the metal stays stuck to the glass so its really hard to get most of it back in the tube.What you have to do to clean it up is get some aluminium foil and scrape it on the gallium which makes them react and it comes off easily, unfortunately this means you wont be getting that part of the gallium back though so you'd only be able to use it a few times and it takes some cleaning.",1
"Worked fine for now, we'll see if the puncture repair lasts, I think it should be fine though.And £1.29 with delivery is super cheap",1
"Bought the regular pillow pair rather than the firm one, but they're still extremely firm.So don't feel very comfortable, I'd prefer much softer ones.Reviews seem quite overrated, but they're fine if you like firm pillows.",1
"Its decent but doesn't feel super comfortable to use.The lights for Num/Caps Lock/Scroll Lock partially light other ones up which is a bit annoying.Honestly the light up background on the keyboard keys is also pretty annoying, its kinda cool for a couple hours but I've just had it turned off since I bought it now since its not useful.Some of the keys were swapped round, as in they weren't typing what was written on them (still can't get the pound sign fixed)but here's my autohotkey code which I run on startup to sort out the swapped keys:#singleinstance force;Remaps  and ~+'::+2+2::+';Remaps #\::+3;Remaps ~ and |+`::+\+\::+`",1
"Decent headphones but a bit overrated imo, they're not really very comfortableEdit: One of the earphones stopped playing sound after a few weeks unless you have the wire in the exact right spot.",1
"The L/R labels are pretty hard to see, they seem to be symmetrical though (other than the buttons on the cable) so I'm not sure it actually matters which way round you use them. You could memorise that the left one is the one with the volume control on though, so its not really an issue.I'd recommend switching to the small earbuds, they fall out just as easily as the normal ones. But they'll probably be more comfortable if you wear them for a long time.",1
"Seem to be pretty solid earphones, only big downside is that they fall out quite easily.You have to ram them quite far into your ears to make them stay in properly",1
"I'd recommend switching to the small earbuds, they fall out just as easily as the normal ones. But they'll probably be more comfortable if you wear them for a long time.",1
"I love my new ergo fit headphones! The color is my favorite, so that makes me smile, but not nearly as much as it makes me smile to hear my music sound so rich & full, and have NO ear pain from the headphones fitting poorly. I needed the smallest pads, so I'm really glad they came with 3 sizes. A great buy for under $10. Thanks, Amazon for another wonderful shopping experience!",0
"I'm not a sound buff but these little things are great, especially while exercising and stay in place. Super comfortable and came with three different earpiece forms. Overall extremely pleased for the price point.",1
"Fantastic product with LONG battery life. These fit comfortably and are easy to operate. Paired with my phone quickly.Love them and order another one to my girlfriend",0
"Great product, shipping, and communication from seller! Would definitely recommend and buy from again! Thank you so very much for the great experience",0
"I've had these phones for a month now. They are still working. No static. The ear buds are not torn or worn. Only thing I wish they had was a volume control on it, but other then that I'm very happy with my purchase!",1
"Barely larger than a stock Apple cube charger but charges phone and ipads twice as fast. Does get warm but seems durable. Purchased three and all going strong. Foldable plugs great for travel",0
"I probably would have looked over these ear phones 100 times but read an article on a tech site saying they were the best bang for the buck. I primarily use them for my runs. Sound is great and well worth the money",1
"I have sampled a range of earbuds ranging from the best to the worst. And these are the best. There is no doubt in my mind that these will change the way you listen to music. How amazing are they? They're amazing",1
"Better than expected.I love them",0
"I was surprised by the quality and comfort of these earbuds at this price point. I know, everyone wants name brand these days. But, if you're like me and want excellent quality for a great price, these are great",1
"Perfect for my needs. Highly recommended seller",0
"Awesome headphones!!! I bought these for work. I share a very large office another person and needed something to block his constant talking to himself. I have several other Bluetooth sets of headphones be I can't turn them up load enough to dround him out without doing damage to my hearing (I've tried). These work magnificently!!! The sound quality is exceptional, very very close to my Bose headphones but at less than a quarter of the cost. Highly recommend these",0
"If anyone is looking for cheap, but solid headphones, then these are it. Great sound for the price, and they somehow still work after I left them in the washing machine. I have no cons so far on this product",1
"I think these headphones are durable and have clear sound quality, but personally I like my RCA squish black earbuds for sound quality. These have 5 stars specifically for a better fit and durability though",1
"Quality construction of all metal. Great fit on Ausu 2 watch",0
"Impressed with the quality of the sound and the material used",0
"I have previously bought some hi-fi headphones on Amazon which had some serious problems. This one is working perfectly and costing much less. Did I tell you that it even partially cancels the ambient noise?",1
"great portable charger, fast charger",0
"Love these headphones. I've had one pair now for two years before it started wearing down. Just bought 3 more sets as extras but one of them died in under a month. Still love these and won't hold one bad set against it",1
"I love these, especially considering the low cost. Only problem with these is that I lost a few of the rubber ear-pieces, and I am pleasantly surprised that they still work after a month of almost daily use and abuse",1
"Love the design and sound of these earphones. Because of the unique design, they stay in your ears much better than other 'straight designs. Especially useful if you wear earphones while walking or jogging",1
"Not only are these headphones very cheap but they are very strong and the sounds are crisp and perfect. A simple push of both headphones deeper into ears maximizes the sound quality. Try it and see. Highly recommended",1
"its crazy to think these cheap airbuds could sound good, let alone be just about indestructible. I've bought other brands, but none as durable as these. Highly recommend them. I only use these for movies and such",1
"LOUD. I don't know how these does it, but these are louder than my Beats! I don't feel bad about throwing them in my bag because they are quite cheap but give great quality sound. Comfortable and fit in my small ears",1
"I have tried a lot of ear buds and these are my favorite. I lose them about every other month and keep coming back for the quality and price. I love the fit, and love the sound. And for the price you can't beat them",1
"I needed solid ear buds for around ten bucks. Now, I could go to walmart or CVS and buy a cheap pair that hurts my ears. Or I could order these bad boys on amazon for less and better quality. Paid 10 bucks, worth it",1
"Mines kept messing up in the beginning but now they are fine. The quality of these are kinda bad. They feel cheap but then again they are cheap. The sound quality is great but you have to have them well in your ears",1
"I have three pairs of these now and they get the job done. I'm not an audiophile by any means, but these seem durable and have a good shape for everything I need them for (gym workouts, running, at the office, etc.)",1
"i had a samsung pair that when u bought gs3 and these are way better. the prices is perfect way worth it the only thing is for me feels wierd cause i normally wear over the head/ear headphones really good sports pair",1
"Pretty good sound quality for the price. Good definition and response to different equalizer settings. Good bass also AS LONG AS it fits tightly in your ear. You may want to get the bud slightly moist for deep bass",1
"Least money I have ever spent on such great headphones. Thank you seller, thank you. This is all I want to say to you.If these pair ever break, which I doubt will, I will buy the same ones. Buy it, you won't regret",1
"I use them at work to listen to music or podcasts when doing tedious work, and they work great! They are not high-end earphones, but they work as well as others I have had in the past. And for the price, I say A+!",0
"If you want a good quality, everyday set of earbuds, buy these. I've purchased pricey earbuds in the past, thinking that I was getting a superior product but none of them compare to the price/sound/comfort of these",1
"Love these. I think I've bought about 5 pairs now so that I can keep extras around in different places. Good sound and they're able to isolate outside noise pretty well. For the price, I'd definitely recommend them!",1
"I love these earphones. They have completely replaced my Apple earbuds. They are very comfortable and fit snugly in your ears. They also come with three sizes of foam rubber covers to fit different size ear canals",1
"I was blown away by the sound quality for some these Nice priced headphones. 10/10 would buy again! They fit Nice in my ears and do not dislodge during activities. Comfortable and stylish. Definitely recommend",1
"I have bought Bose, Klipsch, etc. of the $50+ headphones. Well, these sounds just as awesome, not to mention how much longer they last without a case and hard use. Highly Recommend for gym use or any hardcore use",1
"I've gone through many headphones trying to find good gym/cycling headphones and they've always been dying on me or just horrible sounding. These are cheap, have lasted me a long while, and actually sound decent",1
"I just can't believe that these ear buds are so inexpensive. Great quality for 3 times the price. I no longer get mad when my children keep taking my ear buds. With 2-day shipping I get my new set immediately",1
"I've used Skullcandy ear buds for years and was perfectly happy replacing them annually. But these are so much better. The sound quality is better and the fit is sublime. You really can't do better for the price",1
"I've tried several earbuds but could never find any that were comfortable to wear for an extended period of time. These are great! I liked them so much that I've purchased several pairs adn given them as gifts",1
"i ordered them cause at the gym i like to work out alone and not hear other people moan and grunt. It throws my focus off. These work great cause I can't hear anyone else, just me and my world working on my body",1
"I originally got a pair of Monster earbuds to pair with my ipod nano. These were picked up as an add-on to an order. These headphones beat the Monster hands down - much more comfortable and sounds much clearer",1
"I use these for running and the gym. They stay in my ears, they come with multiple fittings for ideal fit in ears, and they sound great! For $10, you can't beat 'em. Best bang-for-your-buck headphones out there",1
"My last pair of these lasted close to 6 years, which is a pretty good run for a pair of headphones under $10. Decent sound and very durable. I just got another pair and will likely get another when these break",1
"I know other people who have spent 4 times as much for the same quality. These rock! I wish there was a version with a microphone built in. I lost one of my pairs and doubt a second pair without thinking twice",1
"I listen to my MP3 player for at least 5 hours a day at work. The sound quality from some ear buds can make my head hurt. These ear buds have very good sound quality at a very good price. They are also durable",1
"I'm not an audiophile, but the price is low and the quality is pretty good. Bought them so I would have some cheap headphones I wouldn't mind losing when I had a long train trip, but I've kept using them since.",1
"I have problems finding ear buds that fit my ears, but these are great. I am not necessarily a great judge of sound, but they sound OK to me. And they don't fall out of my ears or have to be jammed into them.",1
"I must say that I've been quite happy with these earphones. The price was super and the quality was commensurately even better than the price. its possible that I will eventually order another pair of these.",1
"I needed headphones that would stay in my ears when I run/exercise and these are perfect! They charge twice as much for similar head phones in the stores. I would buy from this company again. Hope this helps!",1
"I was very disappointed with these earphones. I received them mid-May and by the end of June both the soft rubber pieces covering the earphones had fallen off. Sound quality was also not what I was expecting.",1
"I just received these and they work flawlessly. They completely drown out other sounds. Obviously, I can't change the volume with these, but if you don't need that, I would highly recommend these headphones.",1
"I've had much more expensive headphones than these and these are just as good. Working out, they STAY in your ear and don't ever fall out. They're also pretty good at canceling out noise. Well worth the $10",1
"I love the earphones. They work well for me. I have small ears so they used to hurt when I used to use earphones. But this is really good. It sits well in my ear and doesn't hurt them. It is a good purchase",1
"At first I was attracted by the look, cood design earbuds distinguish from normal apple earbuds, the red&black color is prefectly match.For the sound quality it performed better than the other earbuds I've ever bought, it turely deliver clear sound for multi-style of music no matter the bass/mid or treble.I would definitely purchase it again",0
"Very hard to bend around the corners and must be careful as it could snap and get stuck in the pipe.",1
"Excellent product for live engineers using wireless units. I always knew there must be a battery out there that could last long. Buy the charger that goes with this, other units may damage the battery",1
"Once you buy the battery don't use any unit appart from this unit that is made to charge it. Other units may damage the battery",1
"Hard to bend around corners",1
"Love the 1,2 and 3 albums.Some of the best written songs. Good live recording. I owned this on cassette and it was getting worn so it rarely got played. Now I have these on CD to play at leisure. Amen.",1
"Arrived quickly and worked well until yesterday, will NOT CHARGE ,tried different cables and wall chargers but will not charge. Have binned it DO NOT BUY! Gave it one star as it did initially work well.",1
"Hi can anyone provide contact details for this product? Has been working perfectly but now completely Frozen won't do anything",1
"Post script, phone keeps dropping Bluetooth connection, mid call sometimes, and the display is fading and has vertical lines in it! Any suggestions from the manufacturer?",1
"These boots are coming apart at the back after months - would love to know what the manufacturer thinks as - obviously - we are out of the return period. Not what you expect for such a pricey wellie!!!",1
"Very poor quality the microphone disintegrated within a day",0
"its ok for an FPS game but its not what its designed for so can't put it down for that",1
"Image isn't clear, and washes off more and more with each use",1
"The sound was distorted and the angled jack broke within 2 months.",1
"Good we phones, but cable comes loose when exercising",1
"Cracking speaker good sound and easy to set up",1
"Amazing book !!! I was gutted when i had finished it !! A must read",1
"These are the most comfortable pair of earphones i have ever owned. i usually buy cheaper earphones ($5-$30). I have had a problem with the earphones coming out of my ears while working out. These stay in my ears and feel very secure. The way they fit is very different from other earphones. They shape to fit your ear which makes them so much more comfortable!",0
"This earbuds is pretty cool design with the braided cable, my son love in it when he is playing PS 4, just simply plug it into the controller without installation, size fit with his ears prefetly, he especially love the clear sound via this earbuds so he was turely enjoy playing vedeo game now.Earbuds itself is well-made and looks very durable, great choice in $9.99!!",0
"Really good quality sound, very impressed",1
